year,state,p_poor_mental,gun_suicides,population,fem_fs_s,male_fs_s,mean_fs_s
1999,Montana,0.08084862385321101,92,897507,0.206896552,0.676691729,0.4417941405
1999,Nebraska,0.07730851825340014,105,1704764,0.565217391,0.616883117,0.591050254
1999,Nevada,0.1,259,1934718,0.386666667,0.699088146,0.5428774065
1999,New Hampshire,0.09492635024549918,49,1222014,0.185185185,0.536363636,0.36077441050000003
1999,New Jersey,0.08267433501078361,195,8359592,0.179487179,0.390134529,0.284810854
1999,New Mexico,0.11101398601398602,180,1808082,0.357142857,0.610687023,0.48391494
1999,New York,0.08109146810146041,432,18882725,0.161417323,0.422505308,0.29196131550000004
1999,North Carolina,0.08740679370339685,567,7949361,0.508287293,0.675675676,0.5919814845
1999,North Dakota,0.0700152207001522,39,644259,0.352941176,0.589285714,0.47111344499999996
1999,Ohio,0.06588669950738917,626,11335454,0.338308458,0.619311876,0.478810167
1999,Oklahoma,0.07208432505950357,310,3437147,0.46,0.691326531,0.5756632655
1999,Oregon,0.10806270996640538,309,3393941,0.4875,0.67839196,0.58294598
1999,Pennsylvania,0.08416547788873038,709,12263805,0.346491228,0.596590909,0.4715410685
1999,Rhode Island,0.0798469387755102,24,1040402,0.19047619,0.413333333,0.3019047615
1999,South Carolina,0.08174626428362144,287,3974682,0.609756098,0.705357143,0.6575566205
1999,South Dakota,0.07844092570036541,52,750412,0.4,0.559139785,0.4795698925
1999,Tennessee,0.09066121336059986,497,5638706,0.492857143,0.730375427,0.611616285
1999,Texas,0.09794757163178215,1224,20558220,0.459657702,0.649122807,0.5543902545
1999,Utah,0.08646260650047334,153,2203482,0.317073171,0.580912863,0.448993017
1999,Vermont,0.07796829505014559,29,604683,0.357142857,0.836734694,0.5969387755
1999,Virginia,0.08855545748749633,503,7000174,0.385542169,0.7024,0.5439710845
1999,Washington,0.07852062588904694,450,5842564,0.333333333,0.609302326,0.4713178295
1999,West Virginia,0.08991825613079019,169,1811799,0.529411765,0.774358974,0.6518853695
1999,Wisconsin,0.08798882681564246,299,5332666,0.2,0.585470085,0.3927350425
1999,Wyoming,0.07830820770519263,54,491780,0.434782609,0.706666667,0.570724638
2000,Alabama,0.1123237835379718,427,4447100,0.616071429,0.760084926,0.6880781775
2000,Alaska,0.07970660146699267,96,626932,0.52,0.741071429,0.6305357145
2000,Arizona,0.08004552352048558,489,5130632,0.33974359,0.694267516,0.517005553
2000,Arkansas,0.09738717339667459,244,2673400,0.594202899,0.725,0.6596014495
2000,California,0.09114249037227215,1487,33871648,0.307443366,0.551680136,0.429561751
2000,Colorado,0.0873015873015873,350,4301261,0.483050847,0.591919192,0.5374850195
2000,Connecticut,0.08640373637778931,111,3405565,0.131147541,0.432098765,0.281623153
2000,Delaware,0.09290416971470374,39,783600,0.3,0.548387097,0.4241935485
2000,District of Columbia,0.08644168146832445,0,572059,NA,NA,NA
2000,Florida,0.09683717297930496,1186,15982378,0.401425178,0.610810811,0.5061179945000001
2000,Georgia,0.10218428320361536,588,8186453,0.541436464,0.735735736,0.6385860999999999
2000,Hawaii,0.061443160890674704,28,1211537,0.076923077,0.315315315,0.196119196
2000,Idaho,0.09613034623217923,107,1293953,0.518518519,0.664285714,0.5914021165000001
2000,Illinois,0.07582184517497349,431,12419293,0.245989305,0.471813725,0.358901515
2000,Indiana,0.10110803324099724,411,6080485,0.420168067,0.640070922,0.5301194945000001
2000,Iowa,0.0626932808546528,157,2926324,0.204545455,0.604081633,0.40431354399999997
2000,Kansas,0.08349282296650717,186,2688418,0.444444444,0.597785978,0.521115211
2000,Kentucky,0.15531679570232265,373,4041769,0.529411765,0.752293578,0.6408526715
2000,Louisiana,0.09477323571283303,321,4468976,0.530120482,0.732467532,0.6312940069999999
2000,Maine,0.09175531914893617,98,1274923,0.45,0.664179104,0.557089552
2000,Maryland,0.08834545053976647,240,5296486,0.280898876,0.571428571,0.4261637235
2000,Massachusetts,0.09818317570930811,105,6349097,0.101010101,0.329861111,0.215435606
2000,Michigan,0.10236220472440945,531,9938444,0.35828877,0.589580686,0.473934728
2000,Minnesota,0.07373271889400922,223,4919479,0.222222222,0.5625,0.392361111
2000,Mississippi,0.108171941426547,220,2844658,0.490566038,0.804979253,0.6477726454999999
2000,Missouri,0.10279510279510279,434,5595211,0.398496241,0.673144876,0.5358205585
2000,Montana,0.06536388140161725,105,902195,0.260869565,0.748148148,0.5045088565
2000,Nebraska,0.07063440156965337,113,1711263,0.411764706,0.635220126,0.523492416
2000,Nevada,0.08433734939759036,241,1998257,0.434782609,0.637462236,0.5361224225
2000,New Hampshire,0.07559958289885298,67,1235786,0.185185185,0.596153846,0.3906695155
2000,New Jersey,0.08976081698468154,154,8414350,0.155172414,0.306306306,0.23073936
2000,New Mexico,0.09655386525923626,175,1819046,0.292307692,0.595419847,0.44386376949999995
2000,New York,0.08977858659387322,450,18976457,0.171717172,0.445396146,0.308556659
2000,North Carolina,0.08761840324763194,621,8049313,0.433035714,0.701472557,0.5672541355
2000,North Dakota,0.06881948120698782,28,642200,0.222222222,0.559322034,0.390772128
2000,Ohio,0.09993753903810118,584,11353140,0.340314136,0.578595318,0.459454727
2000,Oklahoma,0.07170224411603722,301,3450654,0.427184466,0.652284264,0.5397343649999999
2000,Oregon,0.09970197778379843,302,3421399,0.442477876,0.663157895,0.5528178855
2000,Pennsylvania,0.09122104661138118,756,12281054,0.278008299,0.61793722,0.4479727595
2000,Rhode Island,0.10550458715596331,25,1048319,0.142857143,0.409836066,0.2763466045
2000,South Carolina,0.09920391916717697,297,4012012,0.533980583,0.711764706,0.6228726444999999
2000,South Dakota,0.06974379829198861,46,754844,0.166666667,0.590361446,0.3785140565
2000,Tennessee,0.09435897435897436,501,5689283,0.493150685,0.734589041,0.613869863
2000,Texas,0.10321661237785017,1269,20851820,0.495073892,0.64845173,0.571762811
2000,Utah,0.09961685823754789,174,2233169,0.328767123,0.666666667,0.497716895
2000,Vermont,0.08431044109436069,42,608827,0.333333333,0.647058824,0.4901960785
2000,Virginia,0.09301130524152107,484,7078515,0.383233533,0.698835275,0.541034404
2000,Washington,0.08542141230068337,390,5894121,0.364285714,0.577512777,0.4708992455
2000,West Virginia,0.13436029097133076,173,1808344,0.450980392,0.773195876,0.612088134
2000,Wisconsin,0.09735173442745244,304,5363675,0.260504202,0.579617834,0.420061018
2000,Wyoming,0.09682875264270613,43,493782,0.533333333,0.617647059,0.5754901960000001
2001,Alabama,0.12563543936092955,387,4467634,0.608247423,0.790361446,0.6993044345
2001,Alaska,0.08563340410474168,61,633714,0.3,0.719512195,0.5097560975
2001,Arizona,0.10009354536950421,468,5273477,0.434482759,0.651125402,0.5428040805000001
2001,Arkansas,0.10851360781577112,274,2691571,0.647058824,0.732484076,0.6897714500000001
2001,California,0.08964378391129983,1450,34479458,0.337301587,0.550064461,0.443683024
2001,Colorado,0.09975062344139651,390,4425687,0.350993377,0.590192644,0.4705930105
2001,Connecticut,0.08966605311596108,113,3432835,0.096153846,0.476190476,0.286172161
2001,Delaware,0.09855907780979827,52,795699,0.434782609,0.505882353,0.47033248099999997
2001,District of Columbia,0.09233261339092873,19,574504,NA,NA,NA
2001,Florida,0.08740191804707934,1197,16356966,0.310546875,0.576026637,0.443286756
2001,Georgia,0.1114887831407206,626,8377038,0.543956044,0.699867198,0.621911621
2001,Hawaii,0.049183992845964676,25,1225948,0.121212121,0.262135922,0.1916740215
2001,Idaho,0.09473904841752254,136,1319962,0.452830189,0.713375796,0.5831029925
2001,Illinois,0.08238851095993953,505,12488445,0.265116279,0.484848485,0.374982382
2001,Indiana,0.10463643273372182,411,6127760,0.44137931,0.60877193,0.52507562
2001,Iowa,0.07448004496908375,157,2931997,0.217391304,0.569767442,0.393579373
2001,Kansas,0.09042553191489362,160,2702162,0.345454545,0.592436975,0.46894576
2001,Kentucky,0.18104149715215623,331,4068132,0.373626374,0.735148515,0.5543874445
2001,Louisiana,0.09711340206185567,345,4477875,0.612244898,0.739240506,0.675742702
2001,Maine,0.10080134964150148,86,1285692,0.333333333,0.5859375,0.4596354165
2001,Maryland,0.08846941096201956,217,5374691,0.224719101,0.547945205,0.386332153
2001,Massachusetts,0.10135214579659024,102,6397634,0.045454545,0.304733728,0.1750941365
2001,Michigan,0.11335280063711176,542,9991120,0.266009852,0.575471698,0.42074077499999996
2001,Minnesota,0.07868346618668039,242,4982796,0.255813953,0.558375635,0.407094794
2001,Mississippi,0.11431478968792401,239,2852994,0.666666667,0.740875912,0.7037712895
2001,Missouri,0.09766195811008281,427,5641142,0.361538462,0.638655462,0.500096962
2001,Montana,0.0818677986658581,133,906961,0.592592593,0.790540541,0.691566567
2001,Nebraska,0.08616904500548847,103,1719836,0.384615385,0.602484472,0.4935499285
2001,Nevada,0.09929078014184398,219,2098399,0.404761905,0.610561056,0.5076614804999999
2001,New Hampshire,0.08306229672254191,71,1255517,0.228571429,0.537878788,0.3832251085
2001,New Jersey,0.1059322033898305,167,8492671,0.120300752,0.331868132,0.226084442
2001,New Mexico,0.10397982062780269,188,1831690,0.316455696,0.575971731,0.4462137135
2001,New York,0.10253065483955126,453,19082838,0.102040816,0.424603175,0.2633219955
2001,North Carolina,0.08461790751065923,632,8210122,0.400990099,0.693081761,0.54703593
2001,North Dakota,0.06768734891216761,33,639062,0.222222222,0.606557377,0.4143897995
2001,Ohio,0.08934401899673494,671,11387404,0.31627907,0.60059761,0.45843834
2001,Oklahoma,0.11410601976639713,324,3467100,0.43956044,0.688679245,0.5641198425
2001,Oregon,0.10648518815052041,280,3467937,0.394230769,0.596009975,0.495120372
2001,Pennsylvania,0.1025995575221239,684,12298970,0.36,0.573739296,0.46686964799999997
2001,Rhode Island,0.10649864096861873,17,1057142,0.136363636,0.333333333,0.2348484845
2001,South Carolina,0.09964979305953518,311,4064995,0.590909091,0.68907563,0.6399923605
2001,South Dakota,0.07490118577075099,42,757972,0.235294118,0.443181818,0.339237968
2001,Tennessee,0.0981638418079096,480,5750789,0.473684211,0.721453287,0.597568749
2001,Texas,0.09332647109281181,1377,21319622,0.445945946,0.661987647,0.5539667965
2001,Utah,0.10303030303030303,182,2283715,0.375,0.60754717,0.491273585
2001,Vermont,0.09183431952662723,25,612223,0,0.711864407,0.3559322035
2001,Virginia,0.0988857938718663,467,7198362,0.369318182,0.647342995,0.5083305885
2001,Washington,0.09389331402365436,391,5985722,0.408450704,0.584210526,0.496330615
2001,West Virginia,0.1467245989304813,195,1801481,0.5,0.716666667,0.6083333335000001
2001,Wisconsin,0.09211718514044095,317,5406835,0.170940171,0.568965517,0.369952844
2001,Wyoming,0.07945478723404255,61,494657,0.545454545,0.763888889,0.654671717
2002,Alabama,NA,381,4480089,0.565656566,0.78313253,0.674394548
2002,Alaska,0.06752037252619325,87,642337,0.628571429,0.721649485,0.6751104569999999
2002,Arizona,NA,559,5396255,0.473684211,0.668531469,0.57110784
2002,Arkansas,NA,257,2705927,0.484848485,0.723472669,0.604160577
2002,California,0.09305092812946215,1490,34871843,0.243319269,0.523241955,0.383280612
2002,Colorado,NA,380,4490406,0.286713287,0.580479452,0.43359636949999997
2002,Connecticut,NA,85,3458749,0.074074074,0.393203883,0.23363897849999998
2002,Delaware,NA,29,806169,0.125,0.560606061,0.3428030305
2002,District of Columbia,NA,10,573158,NA,NA,NA
2002,Florida,NA,1205,16689370,0.319230769,0.571507151,0.44536896000000004
2002,Georgia,NA,614,8508256,0.536723164,0.709016393,0.6228697784999999
2002,Hawaii,0.06154363544644358,20,1239613,0.115384615,0.191489362,0.15343698849999998
2002,Idaho,0.08468988254687822,137,1340372,0.461538462,0.710227273,0.5858828675
2002,Illinois,0.08502340093603744,466,12525556,0.188073394,0.458468177,0.3232707855
2002,Indiana,NA,448,6155967,0.437037037,0.639802632,0.5384198345
2002,Iowa,0.06678033532253481,157,2934234,0.25,0.564,0.407
2002,Kansas,0.07854710556186152,184,2713535,0.372881356,0.566433566,0.46965746100000005
2002,Kentucky,0.20155159038013964,364,4089875,0.484210526,0.714606742,0.599408634
2002,Louisiana,NA,349,4497267,0.530864198,0.732057416,0.631460807
2002,Maine,NA,72,1295960,0.242424242,0.533834586,0.388129414
2002,Maryland,NA,229,5440389,0.244680851,0.548302872,0.39649186150000004
2002,Massachusetts,NA,99,6417206,0.064102564,0.262569832,0.163336198
2002,Michigan,NA,578,10015710,0.283653846,0.577951002,0.430802424
2002,Minnesota,0.07351598173515982,238,5018935,0.179775281,0.544117647,0.36194646399999997
2002,Mississippi,NA,254,2858681,0.672727273,0.753472222,0.7130997475
2002,Missouri,0.10616806361487213,423,5674825,0.4,0.652249135,0.5261245675
2002,Montana,NA,115,911667,0.382352941,0.68,0.5311764705
2002,Nebraska,NA,100,1728292,0.294117647,0.568862275,0.431489961
2002,Nevada,NA,245,2173791,0.355555556,0.63963964,0.497597598
2002,New Hampshire,NA,57,1269089,0.217391304,0.559633028,0.38851216600000005
2002,New Jersey,0.07378873480568396,176,8552643,0.072072072,0.380090498,0.226081285
2002,New Mexico,0.08529741863075196,211,1855309,0.396825397,0.65034965,0.5235875235
2002,New York,0.07871028923660503,408,19137800,0.092050209,0.393326593,0.242688401
2002,North Carolina,0.08561801194669934,630,8326201,0.461538462,0.682680152,0.572109307
2002,North Dakota,NA,53,638168,0.142857143,0.662337662,0.4025974025
2002,Ohio,NA,675,11407889,0.26848249,0.588349515,0.4284160025
2002,Oklahoma,NA,312,3489080,0.480769231,0.659949622,0.5703594265
2002,Oregon,0.08483203257550051,286,3513424,0.388235294,0.595842956,0.492039125
2002,Pennsylvania,NA,720,12331031,0.365957447,0.57323689,0.4695971685
2002,Rhode Island,0.09053610503282276,30,1065995,0.15,0.409090909,0.2795454545
2002,South Carolina,0.1005329457364341,304,4107795,0.533333333,0.723287671,0.6283105019999999
2002,South Dakota,NA,45,760020,0.111111111,0.631578947,0.371345029
2002,Tennessee,NA,521,5795918,0.487951807,0.718954248,0.6034530275
2002,Texas,0.08144796380090498,1315,21690325,0.368316832,0.625138427,0.4967276295
2002,Utah,0.07923771313941826,174,2324815,0.233766234,0.593155894,0.413461064
2002,Vermont,NA,45,615442,0.266666667,0.649350649,0.458008658
2002,Virginia,0.10330270672957537,491,7286873,0.388571429,0.677884615,0.533228022
2002,Washington,0.07891414141414141,437,6052349,0.301775148,0.601246106,0.451510627
2002,West Virginia,NA,188,1805414,0.414634146,0.727659574,0.57114686
2002,Wisconsin,NA,308,5445162,0.252173913,0.544921875,0.398547894
2002,Wyoming,0.0807435376125472,73,500017,0.555555556,0.827586207,0.6915708814999999
2003,Alabama,0.12153518123667377,399,4503491,0.697916667,0.781176471,0.739546569
2003,Alaska,0.0758673274876096,76,648414,0.36,0.707070707,0.5335353535
2003,Arizona,0.09865330410272471,486,5510364,0.36627907,0.633233533,0.49975630149999994
2003,Arkansas,0.10245205146880311,258,2724816,0.430555556,0.751655629,0.5911055925
2003,California,0.1063734290843806,1505,35253159,0.232653061,0.501126972,0.36689001649999997
2003,Colorado,0.0873471425006239,363,4528732,0.25477707,0.565674256,0.41022566299999996
2003,Connecticut,0.09061364939782068,87,3484336,0.166666667,0.378640777,0.272653722
2003,Delaware,0.09561952440550689,42,818003,0.2,0.536231884,0.368115942
2003,District of Columbia,0.07787698412698413,10,568502,NA,NA,NA
2003,Florida,0.10467479674796748,1242,17004085,0.331991952,0.598333333,0.4651626425
2003,Georgia,0.10934367063226841,656,8622793,0.542857143,0.703889586,0.6233733644999999
2003,Hawaii,0.06039488966318235,22,1251154,0.060606061,0.224489796,0.1425479285
2003,Idaho,0.10097719869706841,137,1363380,0.34375,0.681081081,0.5124155404999999
2003,Illinois,0.08200499327827925,404,12556006,0.157303371,0.451380552,0.3043419615
2003,Indiana,0.10947955390334572,418,6196638,0.383458647,0.608623549,0.496041098
2003,Iowa,0.06386451744541931,178,2941999,0.283333333,0.551369863,0.417351598
2003,Kansas,0.07754654983570647,211,2723004,0.302631579,0.693726937,0.49817925799999996
2003,Kentucky,0.16325701124508873,400,4117170,0.541666667,0.738853503,0.640260085
2003,Louisiana,0.09738813525005062,316,4521042,0.515151515,0.732044199,0.623597857
2003,Maine,0.10746268656716418,66,1306513,0.310344828,0.574074074,0.442209451
2003,Maryland,0.0912,236,5496269,0.237623762,0.551282051,0.39445290650000003
2003,Massachusetts,0.10465584328458338,122,6422565,0.126213592,0.33030303,0.228258311
2003,Michigan,0.11025421308197658,523,10041152,0.284313725,0.563636364,0.4239750445
2003,Minnesota,0.07562136435748282,244,5053572,0.282608696,0.538271605,0.41044015050000004
2003,Mississippi,0.12172897196261682,247,2868312,0.653846154,0.759689922,0.706768038
2003,Missouri,0.10188499164877117,411,5709403,0.391608392,0.662313433,0.5269609125
2003,Montana,0.07950530035335689,120,919630,0.424242424,0.721088435,0.5726654295
2003,Nebraska,0.07437678790355537,89,1738643,0.2,0.569536424,0.384768212
2003,Nevada,0.1060347766791681,247,2248850,0.388235294,0.613180516,0.5007079050000001
2003,New Hampshire,0.09006835544833132,75,1279840,0.161290323,0.551181102,0.3562357125
2003,New Jersey,0.09610552763819095,183,8601402,0.128205128,0.356687898,0.242446513
2003,New Mexico,0.1051663908806766,211,1877574,0.37037037,0.660899654,0.515635012
2003,New York,0.09104312569111685,412,19175939,0.132780083,0.409482759,0.271131421
2003,North Carolina,0.0939119170984456,619,8422501,0.394871795,0.713157895,0.554014845
2003,North Dakota,0.07147673634524612,41,638817,0.066666667,0.606060606,0.3363636365
2003,Ohio,0.09716706380725443,572,11434788,0.291005291,0.584180791,0.43759304099999996
2003,Oklahoma,0.11291611185086552,281,3504892,0.423076923,0.623115578,0.5230962505
2003,Oregon,0.11364789446981227,331,3547376,0.330357143,0.6125,0.47142857150000006
2003,Pennsylvania,0.0948945615982242,724,12374658,0.306122449,0.592694064,0.44940825650000005
2003,Rhode Island,0.10611735330836454,11,1071342,0.133333333,0.144927536,0.1391304345
2003,South Carolina,0.10445706418860781,328,4150297,0.575757576,0.718832891,0.6472952335
2003,South Dakota,0.06835637480798772,57,763729,0.473684211,0.614457831,0.5440710209999999
2003,Tennessee,0.10023677979479084,493,5847812,0.509090909,0.685092127,0.597091518
2003,Texas,0.09527824620573355,1350,22030931,0.388998035,0.621359223,0.505178629
2003,Utah,0.09782336752564423,181,2360137,0.345454545,0.576512456,0.46098350050000003
2003,Vermont,0.08641680592026736,32,617858,0.071428571,0.536231884,0.3038302275
2003,Virginia,0.09507703870725291,452,7366977,0.333333333,0.622820919,0.478077126
2003,Washington,0.09813569515062052,436,6104115,0.397515528,0.579439252,0.48847739
2003,West Virginia,0.15169902912621358,191,1812295,0.575,0.743362832,0.659181416
2003,Wisconsin,0.0944055944055944,310,5479203,0.256880734,0.524163569,0.3905221515
2003,Wyoming,0.08830246130423751,75,503453,0.3125,0.752688172,0.532594086
2004,Alabama,0.13382478026651545,375,4530729,0.577319588,0.718468468,0.6478940280000001
2004,Alaska,0.08792903972232935,89,659286,0.297297297,0.703389831,0.500343564
2004,Arizona,0.09316368341600173,509,5652404,0.327956989,0.645533141,0.48674506500000003
2004,Arkansas,0.11161274140958113,232,2749686,0.428571429,0.694158076,0.5613647525000001
2004,California,0.0953020134228188,1366,35574576,0.216545012,0.466614297,0.3415796545
2004,Colorado,0.08770741618692855,402,4575013,0.284946237,0.571194763,0.4280705
2004,Connecticut,0.08413098236775819,105,3496094,0.15625,0.413043478,0.28464673900000004
2004,Delaware,0.10071942446043165,36,830803,0.347826087,0.528571429,0.43819875799999997
2004,District of Columbia,0.07571623465211459,0,567754,NA,NA,NA
2004,Florida,0.1063799688782006,1197,17415318,0.344651952,0.552222222,0.448437087
2004,Georgia,0.11207768561602266,605,8769252,0.525,0.64683053,0.585915265
2004,Idaho,0.09187415556842309,151,1391802,0.4,0.696335079,0.5481675395000001
2004,Illinois,0.08630581192317287,387,12589773,0.23923445,0.411477411,0.3253559305
2004,Indiana,0.10023529411764706,385,6233007,0.319148936,0.603907638,0.46152828700000004
2004,Iowa,0.0725419664268585,155,2953635,0.125,0.515679443,0.3203397215
2004,Kansas,0.07889523365575107,204,2734373,0.329113924,0.611683849,0.47039888649999995
2004,Kentucky,0.15823766677009,377,4146101,0.520833333,0.704741379,0.612787356
2004,Louisiana,0.09199146355161182,371,4552238,0.54,0.725400458,0.632700229
2004,Maine,0.10491520551882724,97,1313688,0.294117647,0.635036496,0.4645770715
2004,Maryland,0.08995672967433387,244,5546935,0.268041237,0.555831266,0.4119362515
2004,Massachusetts,0.1066303809995052,93,6412281,0.024390244,0.271137026,0.147763635
2004,Michigan,0.10036945812807882,532,10055315,0.30044843,0.531428571,0.4159385005
2004,Minnesota,0.08457825787175362,268,5087713,0.24742268,0.571428571,0.4094256255
2004,Mississippi,0.1302734375,245,2889010,0.509090909,0.73559322,0.6223420645
2004,Missouri,0.10809699958898479,389,5747741,0.352941176,0.596085409,0.47451329249999996
2004,Montana,0.08941605839416059,105,930009,0.454545455,0.633802817,0.544174136
2004,Nebraska,0.07258064516129033,82,1749370,0.264705882,0.590909091,0.4278074865
2004,Nevada,0.09933075026417752,249,2346222,0.387755102,0.616959064,0.502357083
2004,New Hampshire,0.0976390556222489,57,1290121,0.137931034,0.509615385,0.3237732095
2004,New Jersey,0.09427409791631373,185,8634561,0.07826087,0.365145228,0.22170304899999999
2004,New Mexico,0.10870253164556962,196,1903808,0.323076923,0.60137457,0.46222574650000003
2004,New York,0.10554407713498623,401,19171567,0.074418605,0.396090535,0.23525457
2004,North Carolina,0.10266314291522667,608,8553152,0.415584416,0.64321608,0.529400248
2004,North Dakota,0.05941255006675567,41,644705,0.3,0.603174603,0.45158730150000004
2004,Ohio,0.1189083820662768,657,11452251,0.307420495,0.55019305,0.4288067725
2004,Oklahoma,0.11391653052131294,312,3525233,0.414414414,0.673417722,0.543916068
2004,Oregon,0.11468531468531469,299,3569463,0.285714286,0.624096386,0.45490533599999994
2004,Pennsylvania,0.09980006664445185,722,12410722,0.303571429,0.563716814,0.4336441215
2004,Rhode Island,0.10947795235681702,18,1074579,0.066666667,0.3,0.1833333335
2004,South Carolina,0.10925579386785662,328,4210921,0.527472527,0.716112532,0.6217925295
2004,South Dakota,0.07684712851736054,59,770396,0.277777778,0.595744681,0.43676122949999996
2004,Tennessee,0.10621134713632698,526,5910809,0.527272727,0.70015949,0.6137161085
2004,Texas,0.10229847847199741,1318,22394023,0.436619718,0.610648918,0.523634318
2004,Utah,0.09235919653406853,183,2401580,0.268656716,0.532258065,0.40045739049999995
2004,Vermont,0.08759783263094521,54,619920,0.1875,0.688311688,0.437905844
2004,Virginia,0.09666788722079825,494,7475575,0.403508772,0.646879756,0.525194264
2004,Washington,0.10291698651167891,423,6178645,0.356020942,0.555555556,0.455788249
2004,West Virginia,0.15,192,1816438,0.387755102,0.733050847,0.5604029745
2004,Wisconsin,0.08869878433138226,308,5514026,0.238709677,0.534516765,0.386613221
2004,Wyoming,0.08801361536591296,42,509106,0.333333333,0.611940299,0.472636816
2005,Alabama,0.12424145640370489,369,4569805,0.645833333,0.699316629,0.672574981
2005,Alaska,0.08775731310942579,81,666946,0.555555556,0.692307692,0.6239316239999999
2005,Arizona,0.091458153580673,514,5839077,0.315,0.605369128,0.46018456399999996
2005,Arkansas,0.1111111111111111,262,2781097,0.581395349,0.675159236,0.6282772925
2005,California,0.10059171597633136,1329,35827943,0.212737127,0.474878444,0.3438077855
2005,Colorado,0.08112695179904957,396,4631888,0.28313253,0.550473186,0.41680285799999994
2005,Connecticut,0.08807588075880758,112,3506956,0.140625,0.445887446,0.293256223
2005,Delaware,0.09279845335911067,42,845150,0.214285714,0.565217391,0.3897515525
2005,District of Columbia,0.06486486486486487,0,567136,NA,NA,NA
2005,Florida,0.10961466517022073,1163,17842038,0.314878893,0.554550594,0.43471474349999994
2005,Georgia,0.1137089991589571,590,8925922,0.497206704,0.672483221,0.5848449625000001
2005,Hawaii,0.07725051237584739,21,1292729,0.151515152,0.22972973,0.19062244099999998
2005,Idaho,0.09398362406550374,160,1428241,0.428571429,0.751295337,0.589933383
2005,Illinois,0.08738057324840764,424,12609903,0.220720721,0.434027778,0.3273742495
2005,Indiana,0.10162748643761302,416,6278616,0.286885246,0.611556982,0.449221114
2005,Iowa,0.08110283759307708,170,2964454,0.230769231,0.596078431,0.413423831
2005,Kansas,0.08558347029819206,188,2745299,0.225806452,0.58,0.40290322599999995
2005,Kentucky,0.15944296667188235,373,4182742,0.526785714,0.691629956,0.609207835
2005,Louisiana,0.08936612400415657,339,4576628,0.566037736,0.721804511,0.6439211235
2005,Maine,0.10448143405889884,100,1318787,0.2,0.648275862,0.42413793099999997
2005,Maryland,0.08951016093034184,217,5592379,0.163043478,0.539473684,0.35125858099999996
2005,Massachusetts,0.09699874472212712,109,6403290,0.1,0.275,0.1875
2005,Michigan,0.10208525249141613,554,10051137,0.274678112,0.56,0.417339056
2005,Minnesota,0.07866379310344827,255,5119598,0.25,0.516930023,0.3834650115
2005,Mississippi,0.1299239806496199,251,2905943,0.575757576,0.717171717,0.6464646465
2005,Missouri,0.10689115113547376,427,5790300,0.347826087,0.643463497,0.495644792
2005,Montana,0.09252088852659467,135,940102,0.405405405,0.710059172,0.5577322885
2005,Nebraska,0.07190901308548367,98,1761497,0.268292683,0.609589041,0.438940862
2005,Nevada,0.1056518946692357,262,2432143,0.297029703,0.612137203,0.45458345299999997
2005,New Hampshire,0.08674414687552635,79,1298492,0.24137931,0.541353383,0.3913663465
2005,New Jersey,0.0876944837340877,136,8651974,0.078947368,0.300947867,0.1899476175
2005,New Mexico,0.10964356793920753,178,1932274,0.28358209,0.578181818,0.430881954
2005,New York,0.09163818038390745,456,19132610,0.141552511,0.43814433,0.28984842050000004
2005,North Carolina,0.1005941525972116,632,8705407,0.347107438,0.714471969,0.5307897035
2005,North Dakota,0.06526155408836973,56,646089,0.333333333,0.627906977,0.480620155
2005,Ohio,0.1057992666032867,668,11463320,0.275,0.546775658,0.41088782900000004
2005,Oklahoma,0.12189851724908725,302,3548597,0.372881356,0.638613861,0.5057476085
2005,Oregon,0.10250975072070545,319,3613202,0.273504274,0.64785553,0.460679902
2005,Pennsylvania,0.10853602569986233,768,12449990,0.257352941,0.602763385,0.430058163
2005,Rhode Island,0.09713701431492842,15,1067916,0.095238095,0.34,0.2176190475
2005,South Carolina,0.10638039786511402,314,4270150,0.448598131,0.660049628,0.5543238795000001
2005,South Dakota,0.07176128093158661,67,775493,0.117647059,0.663461538,0.3905542985
2005,Tennessee,0.10711225364181662,552,5991057,0.522012579,0.672883788,0.5974481835000001
2005,Texas,0.08753523332289383,1381,22778123,0.412955466,0.611746362,0.512350914
2005,Utah,0.0896551724137931,190,2457719,0.241935484,0.611888112,0.426911798
2005,Vermont,0.08348429951690821,20,621215,0.277777778,0.516666667,0.39722222249999994
2005,Virginia,0.09179104477611941,511,7577105,0.356756757,0.653450808,0.5051037825
2005,Washington,0.0939207202482409,398,6257305,0.222891566,0.550304878,0.38659822200000005
2005,West Virginia,0.1466359976998275,188,1820492,0.590909091,0.767772512,0.6793408015
2005,Wisconsin,0.08835672997522709,302,5546166,0.190082645,0.534482759,0.362282702
2005,Wyoming,0.08087186799755551,48,514157,0.608695652,0.626865672,0.6177806619999999
2006,Alabama,0.1272613849033063,400,4628981,0.572916667,0.712809917,0.6428632919999999
2006,Alaska,0.09170305676855896,68,675302,0.322580645,0.663461538,0.49302109149999995
2006,Arizona,0.08911939034716342,563,6029141,0.403755869,0.622715405,0.513235637
2006,Arkansas,0.11425959780621572,247,2821761,0.365079365,0.715654952,0.54036715849999994
2006,California,0.10539302079661614,1319,36021202,0.194444444,0.454615981,0.3245302125
2006,Colorado,0.07570977917981073,371,4720423,0.352601156,0.556552962,0.454577059
2006,Connecticut,0.08124253285543608,79,3517460,0.066666667,0.323275862,0.19497126450000002
